age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,State-gov,245929,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,-23,0,22,United-States,<=50K
60,Never-worked,110848,HS-grad,9,Separated,?,Not-in-family,Black,Female,-9,-1,49,United-States,<=50K
16,Private,34561,11th,8,Never-married,Other-service,Own-child,Black,Male,-12,0,22,United-States,<=50K
46,Private,150203,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,-21,0,61,France,>50K
51,Private,104271,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,14,-1,18,United-States,<=50K
23,Private,251249,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,-1,0,36,United-States,<=50K
59,Self-emp-not-inc,133366,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-21,0,40,United-States,<=50K
32,?,176465,HS-grad,9,Widowed,?,Not-in-family,White,Female,-16,0,10,United-States,<=50K
50,Private,56715,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,-3,0,34,Cuba,<=50K
52,Private,119661,11th,6,Divorced,Adm-clerical,Unmarried,White,Female,1,0,40,United-States,<=50K
24,Private,178360,HS-grad,13,Never-married,Adm-clerical,Own-child,White,Male,-18,0,30,United-States,<=50K
32,Private,209684,Assoc-voc,10,Divorced,Exec-managerial,Not-in-family,White,Male,-8,0,40,United-States,<=50K
41,Self-emp-inc,90187,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,59,United-States,>50K
25,Private,313760,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,-16,0,36,United-States,>50K
63,?,135958,Assoc-acdm,13,Never-married,?,Unmarried,White,Female,-1,-1,34,United-States,<=50K
20,Private,367996,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Male,-9,0,40,United-States,<=50K
41,Private,117267,11th,7,Never-married,Exec-managerial,Own-child,White,Male,-25,0,40,Canada,<=50K
18,Private,213650,Some-college,10,Never-married,Sales,Own-child,White,Male,-9,0,19,United-States,<=50K
22,Private,267300,HS-grad,7,Never-married,Other-service,Other-relative,White,Male,-26,-1,40,United-States,<=50K
68,Private,214862,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-24,0,57,United-States,<=50K
40,Private,82535,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,-10,0,29,United-States,<=50K
46,Private,88169,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,1,-1,40,United-States,>50K
29,Private,170496,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,-32,0,40,United-States,<=50K
43,Private,209507,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,-16,0,40,United-States,<=50K
45,Private,184676,Assoc-acdm,10,Never-married,Adm-clerical,Husband,White,Male,-1,-1,40,United-States,<=50K
45,?,252004,Some-college,4,Divorced,?,Not-in-family,Black,Female,-16,0,30,United-States,<=50K
22,?,258470,Some-college,10,Never-married,?,Not-in-family,White,Female,3553,-1,18,United-States,<=50K
16,Private,185782,HS-grad,9,Never-married,Sales,Own-child,White,Female,-24,-1,29,United-States,<=50K
19,Private,136585,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-11,0,21,United-States,<=50K
26,Local-gov,379321,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,-15,-1,67,United-States,<=50K
42,Private,166505,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5,-1,40,France,>50K
56,Private,26096,10th,5,Separated,Sales,Unmarried,White,Female,-24,-1,40,United-States,<=50K
62,Private,151604,Masters,14,Divorced,Prof-specialty,Husband,White,Male,7419,1,40,United-States,>50K
49,Local-gov,23920,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-28,-1,40,United-States,>50K
50,?,92121,7th-8th,4,Widowed,Adm-clerical,Unmarried,White,Female,3,0,10,United-States,>50K
55,Self-emp-not-inc,43384,HS-grad,7,Never-married,Craft-repair,Not-in-family,White,Male,2529,-1,31,United-States,<=50K
46,Federal-gov,152351,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,9,0,40,France,>50K
42,Private,93430,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,17,-1,49,United-States,<=50K
46,Private,77422,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,-10,0,40,United-States,<=50K
27,State-gov,31264,Bachelors,13,Never-married,Craft-repair,Unmarried,Other,Male,2,0,44,United-States,<=50K
64,Private,252969,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,0,0,29,United-States,<=50K
27,Private,209481,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-11,0,40,United-States,<=50K
20,Self-emp-not-inc,27129,10th,6,Never-married,Other-service,Own-child,White,Male,-15,0,30,United-States,<=50K
27,Private,90371,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,7,1,43,United-States,<=50K
63,Private,243591,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,Mexico,>50K
30,Private,284884,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,-1,40,United-States,<=50K
47,Private,202206,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,0,67,United-States,>50K
23,Private,253185,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-23,0,30,United-States,<=50K
18,Never-worked,157654,11th,7,Never-married,?,Own-child,White,Male,-38,0,19,United-States,<=50K
48,Private,269816,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,-20,-1,40,United-States,<=50K
37,Private,109353,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,-3,-1,36,India,<=50K
19,Private,114522,Some-college,10,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Male,-18,0,40,Philippines,<=50K
54,Private,150129,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-34,1,40,United-States,>50K
38,Private,217456,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,-12,0,40,United-States,<=50K
49,?,103221,1st-4th,2,Divorced,?,Unmarried,White,Male,-15,0,40,Mexico,<=50K
40,Private,333272,Prof-school,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,15080,0,40,Hong,>50K
46,Private,560096,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,6,2140,40,United-States,<=50K
30,Private,166407,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,-9,-1,44,United-States,<=50K
57,?,42269,Some-college,10,Widowed,?,Unmarried,White,Female,2742,-1,30,United-States,>50K
27,Private,305533,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
40,Private,293837,Bachelors,12,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,-9,1,40,Mexico,<=50K
62,Self-emp-not-inc,50859,11th,7,Married-civ-spouse,Farming-fishing,Husband,Black,Male,8,0,63,United-States,<=50K
41,Private,59698,Bachelors,13,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,11,0,40,South,<=50K
30,Private,300675,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,-34,0,40,United-States,<=50K
40,Private,242395,Assoc-acdm,13,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,<=50K
24,?,86480,HS-grad,9,Married-spouse-absent,?,Unmarried,Other,Male,5,0,35,Guatemala,<=50K
48,Private,85723,11th,7,Separated,Adm-clerical,Not-in-family,White,Female,-9,-1,31,France,<=50K
22,Private,323757,7th-8th,5,Never-married,Farming-fishing,Own-child,White,Male,14,0,40,United-States,<=50K
44,Local-gov,194929,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,-11,0,34,United-States,<=50K
54,Local-gov,85507,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,-20,-1,40,United-States,<=50K
59,?,37335,HS-grad,9,Never-married,?,Not-in-family,Black,Male,-13,0,30,United-States,<=50K
46,Private,167277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,19,0,49,United-States,<=50K
40,Private,204716,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Female,-29,1,9,United-States,>50K
59,Private,110098,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,15127,0,40,United-States,<=50K
25,Local-gov,125077,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,-8,0,40,United-States,<=50K
24,Private,87297,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,-7,0,40,United-States,<=50K
51,Private,354825,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,-4,0,45,Mexico,<=50K
37,Private,280422,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,-24,-1,40,United-States,<=50K
52,Local-gov,122255,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,Black,Male,-15,0,40,United-States,<=50K
61,Self-emp-inc,120697,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-18,-1,40,United-States,>50K
35,Private,28655,12th,7,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,-5,0,40,United-States,<=50K
48,Private,264180,HS-grad,9,Never-married,Sales,Own-child,White,Female,-16,0,30,Canada,<=50K
44,Private,174402,Masters,14,Never-married,Exec-managerial,Unmarried,Black,Female,-39,0,40,United-States,<=50K
44,Private,196578,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,-6,0,58,United-States,>50K
44,Private,327103,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,17,0,40,?,<=50K
48,Private,244434,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-28,-1,40,United-States,<=50K
21,Private,289683,Assoc-voc,4,Never-married,Transport-moving,Not-in-family,White,Male,-19,1,40,United-States,<=50K
45,Private,188535,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-26,0,40,United-States,>50K
44,Private,170493,HS-grad,8,Married-civ-spouse,Other-service,Unmarried,White,Female,-4,0,21,United-States,<=50K
54,Self-emp-not-inc,119227,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,15202,1,59,United-States,>50K
22,Private,119163,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,-3,0,40,United-States,<=50K
52,Self-emp-not-inc,39217,5th-6th,5,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,-9,0,40,United-States,<=50K
48,Private,452386,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,-42,1,40,?,<=50K
38,Private,397290,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-32,0,40,United-States,<=50K
43,Private,185481,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,-16,0,40,United-States,<=50K
29,Private,151565,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,21,0,44,South,<=50K
47,Private,54578,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Other,Male,-44,0,40,Puerto-Rico,<=50K
61,Private,88520,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,-32,0,35,United-States,<=50K
26,Private,30589,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,16,0,44,United-States,<=50K
45,Private,169901,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-23,-1,40,United-States,<=50K
24,Private,270142,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,-37,0,40,United-States,<=50K
34,Private,312766,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,7688,0,44,United-States,>50K
41,?,241172,Assoc-acdm,13,Divorced,?,Unmarried,Black,Female,2717,0,40,United-States,>50K
39,Federal-gov,129125,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-19,0,40,Vietnam,>50K
35,Federal-gov,141903,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,-11,1,40,United-States,<=50K
27,State-gov,102878,Bachelors,16,Never-married,Tech-support,Not-in-family,White,Male,14437,0,70,United-States,<=50K
48,Self-emp-not-inc,203991,9th,15,Married-civ-spouse,Protective-serv,Husband,White,Male,-14,0,40,United-States,>50K
48,Federal-gov,163056,7th-8th,4,Married-civ-spouse,Other-service,Husband,Other,Male,-15,0,35,?,<=50K
60,Private,156180,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,-16,0,29,United-States,<=50K
40,Private,159997,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-10,0,40,Philippines,<=50K
50,Private,277552,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,-28,0,40,Philippines,>50K
27,Private,237649,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-11,0,22,United-States,<=50K
44,Private,356370,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,-2,-1,34,United-States,<=50K
35,Private,24261,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,2601,-1,36,United-States,<=50K
20,Private,201967,HS-grad,9,Never-married,Sales,Own-child,White,Female,3419,0,18,United-States,<=50K
41,Private,157087,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-23,0,44,?,<=50K
54,State-gov,176868,9th,4,Divorced,Farming-fishing,Unmarried,White,Male,2,0,10,United-States,<=50K
43,Private,60912,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-8,0,36,United-States,<=50K
44,Private,186715,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-18,0,40,United-States,>50K
46,Private,116353,HS-grad,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Male,9,0,40,Vietnam,<=50K
24,Federal-gov,276326,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-17,-1,40,United-States,<=50K
19,Private,98679,11th,8,Never-married,Adm-clerical,Own-child,Black,Female,-4,0,20,United-States,<=50K
63,Private,28085,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Female,14919,0,40,El-Salvador,>50K
49,Self-emp-inc,182036,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,40,United-States,>50K
43,Private,255364,HS-grad,9,Married-civ-spouse,Armed-Forces,Husband,White,Male,8,-1,40,United-States,>50K
30,State-gov,408644,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,-32,0,40,United-States,<=50K
38,Private,255040,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,-16,0,92,United-States,<=50K
27,Private,221828,5th-6th,2,Widowed,Other-service,Unmarried,White,Male,2482,0,40,Mexico,<=50K
29,?,200622,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,6,0,19,United-States,<=50K
52,Self-emp-inc,224329,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,-1,0,21,Iran,>50K
43,Private,228775,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,31,1,44,United-States,<=50K
66,?,12805,7th-8th,4,Married-civ-spouse,?,Husband,Black,Male,2436,1,20,United-States,<=50K
41,Federal-gov,35781,Bachelors,13,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,-1,0,40,United-States,>50K
21,Private,228097,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-5,0,44,United-States,<=50K
25,Private,197280,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,-4,0,44,United-States,>50K
49,Private,130184,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,1,0,49,United-States,>50K
49,Self-emp-inc,191955,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-16,2042,57,United-States,>50K
28,Self-emp-not-inc,44239,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,-5,0,45,United-States,<=50K
19,Private,316211,HS-grad,7,Never-married,Handlers-cleaners,Own-child,Black,Female,11,-1,36,United-States,<=50K
24,Private,114456,Some-college,10,Married-spouse-absent,Tech-support,Not-in-family,White,Male,-15,0,30,Germany,<=50K
39,Private,231798,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,-16,0,40,United-States,<=50K
26,Private,209902,Some-college,10,Never-married,Sales,Own-child,White,Female,-3,-1,23,United-States,<=50K
30,Federal-gov,298098,Assoc-acdm,3,Separated,Other-service,Unmarried,White,Male,-7,0,30,United-States,<=50K
18,Private,261714,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-34,0,40,United-States,<=50K
43,State-gov,372742,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-21,0,35,United-States,>50K
34,Private,274437,11th,7,Divorced,Priv-house-serv,Unmarried,Black,Female,12,0,40,United-States,>50K
45,Private,113872,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-17,1,40,United-States,<=50K
45,Private,352555,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-27,1,40,United-States,>50K
26,Private,44390,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,-7,1,40,United-States,>50K
27,Private,154526,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-7,0,35,?,<=50K
23,Private,151280,1st-4th,15,Divorced,Prof-specialty,Not-in-family,White,Male,-24,1,40,United-States,>50K
27,Private,404563,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,1,0,36,Italy,>50K
50,Private,129144,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,-11,0,40,United-States,<=50K
55,?,86250,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,-28,0,40,United-States,>50K
51,Private,138646,Some-college,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,11,0,40,South,<=50K
27,Private,285265,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,-26,0,40,?,>50K
48,Self-emp-not-inc,294601,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-29,0,54,United-States,<=50K
25,Private,193811,Assoc-voc,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,-14,0,40,United-States,<=50K
25,Private,74547,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,1,-1,21,United-States,<=50K
61,Private,79575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-13,0,40,Nicaragua,>50K
45,Private,31640,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,-26,0,40,United-States,<=50K
46,Private,83759,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,1,0,36,United-States,<=50K
25,Private,173428,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-14,-1,40,United-States,<=50K
41,State-gov,231232,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,-6,-1,40,United-States,>50K
45,Self-emp-inc,33521,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,-6,1,11,United-States,<=50K
41,Private,199808,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-15,1,40,United-States,>50K
24,Private,123179,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,-14,0,40,Poland,<=50K
53,Self-emp-not-inc,223882,Some-college,10,Widowed,Other-service,Unmarried,White,Female,3742,-1,31,United-States,<=50K
43,Private,74934,HS-grad,14,Divorced,Adm-clerical,Unmarried,Other,Female,-17,0,40,United-States,<=50K
56,Federal-gov,274713,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15214,0,64,United-States,>50K
41,Private,319302,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,-1,40,United-States,>50K
65,Federal-gov,152900,12th,7,Married-civ-spouse,?,Not-in-family,White,Female,4,0,40,United-States,>50K
26,Private,113551,Bachelors,13,Never-married,Adm-clerical,Own-child,Other,Male,-11,0,45,United-States,<=50K
49,Private,246684,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-14,0,40,United-States,>50K
24,Private,294723,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,-7,0,24,United-States,<=50K
49,Private,230383,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,-1,40,India,<=50K
33,Private,86133,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,-7,0,36,South,<=50K
45,Private,170757,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,14839,1,67,United-States,>50K
47,Private,98174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,27,-1,40,United-States,>50K
67,Federal-gov,181983,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,3311,0,21,United-States,<=50K
19,Never-worked,241716,10th,4,Widowed,?,Own-child,White,Male,18,0,31,United-States,>50K
45,Federal-gov,148513,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-24,1,40,United-States,>50K
16,Private,315336,11th,7,Never-married,Other-service,Own-child,White,Female,-17,1,20,United-States,<=50K
35,Private,166200,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-24,0,40,United-States,<=50K
40,Private,260215,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-27,0,40,United-States,<=50K
66,?,114551,Some-college,10,Married-AF-spouse,?,Wife,White,Female,-9,0,20,United-States,>50K
39,Federal-gov,253060,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,-1,1,44,United-States,>50K
47,Private,218612,HS-grad,9,Widowed,Other-service,Own-child,White,Female,-20,0,22,United-States,<=50K
34,Private,187756,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,-18,0,40,United-States,>50K
35,Private,233525,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,-18,0,40,Nicaragua,<=50K
48,Private,287253,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5,0,40,United-States,<=50K
45,Private,346692,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,-43,0,40,United-States,<=50K
59,Private,370615,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,-3,0,40,United-States,<=50K
21,Never-worked,386877,Some-college,10,Never-married,?,Own-child,White,Male,-20,0,40,United-States,<=50K
27,Local-gov,233717,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,-11,0,66,United-States,<=50K
46,Private,113685,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,-33,-1,40,Mexico,<=50K
72,Private,142930,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,-10,1,40,United-States,>50K
28,Private,350565,9th,13,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,-11,0,19,Vietnam,<=50K
43,Private,71698,7th-8th,4,Married-civ-spouse,Adm-clerical,Wife,Other,Male,11,1,40,Honduras,>50K
51,Private,80657,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,30,United-States,>50K
43,Private,298243,Doctorate,4,Separated,Transport-moving,Unmarried,Black,Male,-31,0,40,United-States,<=50K
48,Private,304266,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,-18,0,24,United-States,<=50K
43,Private,47622,10th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-31,0,40,Puerto-Rico,>50K
43,Private,310502,12th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-4,0,40,United-States,<=50K
25,Self-emp-inc,94413,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-29,0,40,United-States,<=50K
24,Private,336450,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-14,0,40,Iran,<=50K
29,Federal-gov,289274,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-23,0,40,United-States,<=50K
19,Private,111885,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,-13,0,22,Scotland,<=50K
17,Without-pay,28781,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,9,-1,31,United-States,<=50K
59,Local-gov,156152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-11,0,40,United-States,>50K
44,Self-emp-inc,163124,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,-9,0,40,United-States,<=50K
18,Private,178775,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,-13,0,30,Philippines,<=50K
44,Private,188969,HS-grad,9,Divorced,Sales,Other-relative,White,Female,-13,0,63,South,<=50K
51,Private,133076,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,14,-1,40,?,<=50K
20,Private,97225,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,-10,0,40,United-States,<=50K
28,Local-gov,45392,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,-22,-1,40,United-States,<=50K
30,Private,84120,Assoc-voc,9,Married-civ-spouse,Tech-support,Husband,White,Male,-4,0,40,United-States,<=50K
27,Private,22023,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,-25,0,40,United-States,<=50K
25,Self-emp-not-inc,432799,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,2697,0,40,Jamaica,<=50K
44,Private,138683,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,-37,-1,40,Philippines,<=50K
56,Self-emp-not-inc,266273,5th-6th,7,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,1,1,57,United-States,<=50K
66,Self-emp-inc,91178,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,-16,0,40,United-States,<=50K
25,Private,345256,7th-8th,3,Separated,Farming-fishing,Unmarried,White,Male,-24,0,40,United-States,<=50K
22,Private,233881,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-31,-1,40,United-States,<=50K
23,Local-gov,242282,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,-17,1,36,United-States,<=50K
48,Private,140082,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-30,0,40,United-States,<=50K
49,Private,134446,HS-grad,9,Divorced,Sales,Own-child,Black,Male,5,0,40,United-States,<=50K
44,Private,62964,HS-grad,9,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,-13,1,30,Japan,<=50K
42,Private,29356,10th,4,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-14,-1,40,Poland,<=50K
46,Self-emp-not-inc,119681,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,3,-1,44,Italy,>50K
23,Self-emp-not-inc,70292,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Female,-16,-1,34,?,<=50K
25,Private,245453,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,-26,0,40,Guatemala,<=50K
23,Private,330960,Some-college,10,Divorced,Adm-clerical,Own-child,Black,Female,-6,0,30,United-States,>50K
41,Private,296359,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,-9,-1,40,United-States,>50K
63,Private,209207,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,-1,40,United-States,<=50K
44,State-gov,157099,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,26,0,29,United-States,>50K
79,?,271216,1st-4th,3,Married-civ-spouse,?,Husband,White,Male,-16,0,40,United-States,>50K
40,Self-emp-not-inc,262510,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-30,0,57,United-States,<=50K
61,?,284870,Some-college,10,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,4,0,30,United-States,<=50K
